records[0].View: false,true
records[58].Edit: false
records[58].All: false
records[59].View: false
records[59].Create: false
records[59].Delete: false
records[59].Print: false
records[59].Edit: false
records[59].All: false
records[60].View: false
records[60].Create: false
records[60].Delete: false
records[60].Print: false
records[60].Edit: false
records[60].All: false
records[61].View: false
records[61].Create: false
records[61].Delete: false
records[61].Print: false
records[61].Edit: false
records[61].All: false
records[62].View: false
records[62].Create: false
records[62].Delete: false
records[62].Print: false
records[62].Edit: false
records[62].All: false
records[63].View: false
records[63].Create: false
records[63].Delete: false
records[63].Print: false
records[63].Edit: false
records[63].All: false
records[64].View: false
records[64].Create: false
records[64].Delete: false
records[64].Print: false
records[64].Edit: false
records[64].All: false
records[65].View: false
records[65].Create: false
records[65].Delete: false
records[65].Print: false
records[65].Edit: false
records[65].All: false
records[66].View: false
records[66].Create: false
records[66].Delete: false
records[66].Print: false
records[66].Edit: false
records[66].All: false
records[67].View: false
records[67].Create: false
records[67].Delete: false
records[67].Print: false
records[67].Edit: false
records[67].All: false
records[68].View: false
records[68].Create: false
records[68].Delete: false
records[68].Print: false
records[68].Edit: false
records[68].All: false
records[69].View: false
records[69].Create: false
records[69].Delete: false
records[69].Print: false
records[69].Edit: false
records[69].All: false
records[70].View: false
records[70].Create: false
records[70].Delete: false
records[70].Print: false
records[70].Edit: false
records[70].All: false
records[71].View: false
records[71].Create: false
records[71].Delete: false
records[71].Print: false
records[71].Edit: false
records[71].All: false
records[72].View: false
records[72].Create: false
records[72].Delete: false
records[72].Print: false
records[72].Edit: false
records[72].All: false
records[73].View: false
records[73].Create: false
records[73].Delete: false
records[73].Print: false
records[73].Edit: false
records[73].All: false
records[74].View: false
records[74].Create: false
records[74].Delete: false
records[74].Print: false
records[74].Edit: false
records[74].All: false
records[75].View: false
records[75].Create: false
records[75].Delete: false
records[75].Print: false
records[75].Edit: false
records[75].All: false
records[76].View: false
records[76].Create: false
records[76].Delete: false
records[76].Print: false
records[76].Edit: false
records[76].All: false
records[77].View: false
records[77].Create: false
records[77].Delete: false
records[77].Print: false
records[77].Edit: false
records[77].All: false
records[78].View: false
records[78].Create: false
records[78].Delete: false
records[78].Print: false
records[78].Edit: false
records[78].All: false
records[79].View: false
records[79].Create: false
records[79].Delete: false
records[79].Print: false
records[79].Edit: false
records[79].All: false
records[80].View: false
records[80].Create: false
records[80].Delete: false
records[80].Print: false
records[80].Edit: false
records[80].All: false
records[81].View: false
records[81].Create: false
records[81].Delete: false
records[81].Print: false
records[81].Edit: false
records[81].All: false
records[82].View: false
records[82].Create: false
records[82].Delete: false
records[82].Print: false
records[82].Edit: false
records[82].All: false
records[83].View: false
records[83].Create: false
records[83].Delete: false
records[83].Print: false
records[83].Edit: false
records[83].All: false
records[84].View: false
records[84].Create: false
records[84].Delete: false
records[84].Print: false
records[84].Edit: false
records[84].All: false
records[85].View: false
records[85].Create: false
records[85].Delete: false
records[85].Print: false
records[85].Edit: false
records[85].All: false
records[86].View: false
records[86].Create: false
records[86].Delete: false
records[86].Print: false
records[86].Edit: false
records[86].All: false
records[87].View: false
records[87].Create: false
records[87].Delete: false
records[87].Print: false
records[87].Edit: false
records[87].All: false
records[88].View: false
records[88].Create: false
records[88].Delete: false
records[88].Print: false
records[88].Edit: false
records[88].All: false
records[89].View: false
records[89].Create: false
records[89].Delete: false
records[89].Print: false
records[89].Edit: false
records[89].All: false
records[90].View: false
records[90].Create: false
records[90].Delete: false
records[90].Print: false
records[90].Edit: false
records[90].All: false
records[91].View: false
records[91].Create: false
records[91].Delete: false
records[91].Print: false
records[91].Edit: false
records[91].All: false
records[92].View: false
records[92].Create: false
records[92].Delete: false
records[92].Print: false
records[92].Edit: false
records[92].All: false
records[93].View: false
records[93].Create: false
records[93].Delete: false
records[93].Print: false
records[93].Edit: false
records[93].All: false
records[94].View: false
records[94].Create: false
records[94].Delete: false
records[94].Print: false
records[94].Edit: false
records[94].All: false
records[95].View: false
records[95].Create: false
records[95].Delete: false
records[95].Print: false
records[95].Edit: false
records[95].All: false
records[96].View: false
records[96].Create: false
records[96].Delete: false
records[96].Print: false
records[96].Edit: false
records[96].All: false
records[97].View: false
records[97].Create: false
records[97].Delete: false
records[97].Print: false
records[97].Edit: false
records[97].All: false
records[98].View: false
records[98].Create: false
records[98].Delete: false
records[98].Print: false
records[98].Edit: false
records[98].All: false
records[99].View: false
records[99].Create: false
records[99].Delete: false
records[99].Print: false
records[99].Edit: false
records[99].All: false


